LEAP 0001-1000 日本語→英語	
賛成する	agree
～に反対する	oppose
～に忠告する	advise
助言	tip
～について話し合う	discuss
～に責任があるとする	blame
(that S V)～と主張する(a-)	argue
(that S V)～と主張する(c-)	claim
文句を言う	complain
～を申し出る	offer
～を示唆する	suggest
～を推薦する	recommend
感謝している	grateful
(to ～)(～に)謝る	apologize
言い訳	excuse
～を祝う	celebrate
～に感心する	admire
～に感銘を与える	impress
賞	award
～を説明する(d-)	describe
～を説明する(e-)	explain
(with ～)(～と)意思の疎通をはかる	communicate
(意見、気持ち)を表現する	express
約束	promise
情報	information
(科学)技術	technology
(学術)研究	research
材料	material
人工的な	artificial
電気の	electric
～を発明する	invent
～を発見する	discover
発達する	develop
技術	skill
能力	ability
才能	talent
努力	effort
練習	practice
試合	game
～を達成する	achieve
(to do)何とかして～する	manage
～を改善する	improve
～を生産する	produce
～を創造する	create
～を確立する	establish
を省く	save
(for ～)(～の)薬	medicine
患者	patient
状態	condition
医療の	medical
ストレス	stress
(from ～)(病気などで)苦しむ	suffer
運動	exercise
呼吸する	breathe
のどが渇いた	thirsty
身体的な	physical
(体温の)熱	fever
(physical -)体力	strength
(通例 -s)涙	tear
～の味がする	taste
規則	rule
役割	role
習慣(h-)	habit
習慣(c-)	custom
伝統	tradition
社会	society
(the-)(集合的に)法律	law
祖先	ancestor
人口	population
母国の	native
海外へ	abroad
その土地の	local
調査	survey
証拠	evidence
価値	value
財宝	treasure
流行	fashion
(the -)大衆	public
投票(数)	vote
政府	government
国家	nation
首都	capital
州	state
政治的な	political
価格	price
(費用)を要する	cost
(修飾語を伴って)金額	sum
予算	budget
(会費、遊園地などの)料金	fee
運賃	fare
勘定	bill
貿易	trade
富	wealth
経済	economy
会社	company
仕事	task
(金)を稼ぐ	earn
(身体の部位が)痛む	hurt
～を痛める	injure
～に損害を与える	damage
～を(完全に)破壊する	destroy
～を台無しにする	ruin
危険	danger
近所の人	neighbor
聴衆	audience
群衆	crowd
著者	author
職員	staff
店員	clerk
客	customer
乗客	passenger
年配の	elderly
女性の	female
向かう	head
～の後について行く	follow
歩き回る	wander
旅行する	travel
～を通り過ぎる	passenger
(to do)～しそうだ	likely
当然の	natural
確かな	certain
おそらく	probably
～に直面する	face
～を避ける	avoid
～を解決する	solve
問題(t-)	trouble
問題(i-)	issue
(on)～に声援を送る	cheer
(A to do)(A)(～するよう)促す	encourage
～を支持する	support
～を妨げる	prevent
～を否定する	deny
(A to do)(A)に[が](～することを)可能にする	enable
(in ～)(～に)成功する	succeed
～を逃す	miss
(in[at] ～)(～に)失敗する	fail
間違い	mistake
～を調べる	check
～を隠す	hide
(線で絵など)を描く	draw
(クラブ、団体など)に加わる	join
～を投げる	throw
(機械など)を操作する	operate
～を修理する	repair
～を縫う	sew
～を上げる	raise
(飲食物)を出す	serve
～を注ぐ	pour
～をこぼす	spill
(to do/that S V)(～する/～である)ふりをする	pretend
ふるまう	behave
(can -)～に耐える	bear
～を探検する	explore
(to ～)(～に)起こる	happen
現れる	appear
～のままでいる	remain
生き残る	survive
(～に)所属している	belong
～を代表する	represent
～の基礎を置く	base
～を含む(i-)	include
～を含む(c-)	contain
自分自身の	own
～を共有する	share
(同種の物)を集める(c-)	collect
～を集める(g-)	gather
歴史	history
科目	subject
教育	education
知識	knowledge
制服	uniform
(小、中、高の)学年	grade
(高校、大学の)最上級生	senior
(from ～)(～を)卒業する	graduate
(to do)(～すること)を決定する	decide
～を判断する	judge
～を(完全に)やめる	quit
(from ～)(～を)引退する	retire
再検討	review
～を選ぶ	choose
～を想像する	imagine
～を推測する	guess
～を予期する	expect
～を予測する	predict
(doing)(過去にしたこと)を覚えている	remember
(A of B)(A)に(Bのことを)思い出させる	remind
～を(はっきり)理解する	realize
～を(正しく)理解する	appreciate
～を受け入れる	accept
～をよく考える	consider
気にする	mind
(wh-節/if S V)～かなと思う	wonder
～のように思われる	seem
(A with[to,and] B)(A)を(Bと)比較する	compare
(on ～)(～に)集中する	concentrate
(on ～)(～に)焦点を当てる	focus
(人が)～を許可する	allow
～を認める	admit
地面	ground
汚染	pollution
光景	sight
眺め	view
風景	landscape
自然	nature
種	seed
植物	plant
咲く	bloom
収穫	harvest
昆虫	insect
地震	earthquake
温度	temperature
度	degree
洪水	flood
凍る	freeze
～を反射する	reflect
礼儀正しい	polite
無礼な	rude
孤独な	lonely
怠惰な	lazy
厳しい	strict
醜い	ugly
知的な	intelligent
ばかな	silly
あがって	nervous
目を覚まして	awake
態度	attitude
性格	character
特徴	characteristic
特徴	feature
詳細	detail
利点	advantage
欠点	fault
質	quality
正確な	correct
理想的な	ideal
公正な	fair
適切な	appropriate
有名な	famous
初歩的な	elementary
主要な	major
重要である	matter
明るい	bright
輝いている	brilliant
生き生きとした	lively
快適な	comfortable
楽しい	pleasant
都合がよい	convenient
誤った	false
ひどい	terrible
ひどい	awful
薄い	thin
引き締まった	tight
ゆるい	loose
生の	raw
空の	empty
滑らかな	smooth
直接的な	direct
知られた	familiar
似た	similar
異なる	differ
さまざまだ	vary
特定の	specific
普及した	common
珍しい	unusual
～を加える	add
増える	increase
～を減らす	reduce
～を分割する	divide
～を教える	count
～の重さがある	weigh
4分の1	quarter
多くの～	lot
積み重ね	pile
割合	rate
数字	figure
不足	lack
余分な	extra
用意ができている	ready
～の準備をする	prepare
慣れる	adjust
当てはまる	apply
に適している	suit
場合	case
場面	scene
機会	chance
機会	opportunity
経験	experience
時間	time
春	spring
分	minute
時代	period
世代	generation
記念日	anniversary
最近	recently
以前は～だった	used
早く	early
第1の	first
最新の	latest
現代の	modern
後半の	latter
を費やす	spend
～を遅らせる	delay
～を借りる(b-)	borrow
～を貸す	lend
～を借りる(r-)	rent
～を供給する	provide
棚	shelf
板	board
ごみ	garbage
品物	item
車輪	wheel
メモ	note
プレゼント	present
もの	stuff
ひも	string
余暇	leisure
食事	diet
家具	furniture
冷蔵庫	refrigerator
交通	traffic
渋滞	jam
～を売る	sell
を支払う	pay
～を身につけている	wear
服	clothes
～と結婚する	marry
～に挨拶する	greet
〜を注文する	order
部屋	room
階	story
用地	site
庭	yard
底	bottom
列	line
列	row
背景	background
方向	direction
芸術	art
文化	culture
漫画	cartoon
小説	novel
楽器	instrument
曲	tune
文	sentence
記事	article
一節	passage
語彙	vocabulary
うわさ	rumor
～をつづる	spell
を発音する	pronounce
兆候	sign
～を意味する	mean
～を出版する	publish
～を展示する	display
～を信頼する	trust
次第である	depend
頼る	rely
祈る	pray
～を懇願する	beg
を好む	prefer
しくしく泣く	weep
～を嫌う	hate
心配をする	worry
心配して	anxious
～を満足させる	satisfy
～をいらだたせる	annoy
